angle	VV	VH	HV	HH
32.9	-35.08340864709893	-64.93880469672683	-64.93261900328824	-35.67077731290275
33	-34.75398599955953	-66.99486339064451	-66.98762303808746	-35.5417322481139
33.1	-35.09341491355969	-77.36877434838804	-77.35193936695413	-35.90524960581174
33.2	-36.00194014741966	-80.16216550267731	-80.17224958532717	-36.530330893087
33.3	-37.4462445703215	-69.30720768413769	-69.30808283323935	-36.96220953565047
33.4	-39.49540801139386	-64.7775913535497	-64.77785108958025	-37.20578292591276
33.5	-41.97505438870516	-62.5517300148007	-62.55165391313979	-37.07749866286142
33.6	-43.87197119284964	-64.25502665666396	-64.25442517897572	-36.6967353481816
33.7	-43.76227145710479	-63.93092195777005	-63.93020718316507	-36.36933688085028
33.8	-42.4337242412262	-66.10221875694604	-66.09987047658518	-36.36553648856024
33.9	-41.11632394239877	-68.65783077954602	-68.65395921886942	-36.34476158681625
34	-39.80104304002577	-70.34693432077702	-70.34562509381347	-36.29046012041123
34.1	-38.91085106350376	-75.60434161548413	-75.61088876292231	-35.99824806591815
34.2	-38.30871846133267	-80.2796937549009	-80.29915758185794	-35.53418022231877
34.3	-37.84370685125815	-72.67759734399314	-72.68184581842783	-34.87130151947828
34.4	-37.97769480258	-67.50736117813469	-67.50537105556747	-34.14065642480433
34.5	-38.72336294845702	-65.85640348894893	-65.85448551005801	-33.51895555885768
34.6	-40.0543996390615	-65.12230155474727	-65.12064399771305	-32.95876713960066
34.7	-41.50941078481873	-64.81439322446187	-64.81317803560611	-32.73422293159145
