angle	VV	VH	HV	HH
23.1	-41.50355927359018	-70.9211078947269	-70.92125665198573	-35.88346621015083
23.2	-41.97817311655805	-71.77461399962256	-71.7748495650992	-37.88915736830619
23.3	-43.62383591821328	-71.72381142521728	-71.72409869005067	-39.08001168264563
23.4	-44.8508463994937	-69.88923256547008	-69.88943499595669	-38.04512302502178
23.5	-43.49945636440195	-70.57186185503303	-70.57207764669862	-36.54148519792234
23.6	-40.80585360267102	-73.18828278188148	-73.18853737203854	-35.61719234655609
23.7	-38.67465028080193	-73.62458291656239	-73.62480145658368	-35.80080125786293
23.8	-37.49538477625136	-71.35131098009913	-71.35146294576593	-36.9163449672394
23.9	-37.63281345107293	-70.16379512151498	-70.16395581280094	-39.20276955064255
24	-38.304014719644	-70.71261456433851	-70.71280967200592	-41.76761705729537
24.1	-39.60873095390547	-71.40120376336525	-71.40143238477587	-42.40404063326366
24.2	-41.19315731625236	-70.69219805561565	-70.69244758288349	-40.85991338872703
24.3	-40.75609285077931	-72.07471170468175	-72.07502279306399	-39.26388842549638
24.4	-38.96911941892684	-70.55003824463267	-70.55024944354648	-38.86820469726887
24.5	-37.24061817100399	-70.42388974598281	-70.42404589102772	-39.51529491711864
24.6	-36.50759266170207	-72.03095967870537	-72.03120183645132	-41.49980450525283
24.7	-36.8181953814634	-71.5581064643107	-71.55836018198576	-45.32481690698381
24.8	-37.8193230049129	-70.83138804235496	-70.83162185182859	-50.88998755808358
24.9	-39.53979155160634	-71.48741786594623	-71.48763321948816	-49.89879028936689
25	-40.2347223318317	-71.1014429174388	-71.10162175679299	-46.26389807020341
25.1	-39.03721539213437	-73.02592371186878	-73.02616521268219	-43.9053844746081
25.2	-37.25658924957089	-71.94992466442035	-71.95017684756563	-42.9693827708403
25.3	-36.17300327673507	-70.81857589374714	-70.81881204363656	-43.48776060159188
25.4	-35.84572222919221	-71.27910111711789	-71.27939609374629	-44.64535144167503
25.5	-36.50825594276589	-72.16319322257483	-72.1635038337904	-46.67762475705135
25.6	-38.09150701825302	-70.39905696815366	-70.39927082223424	-50.42403103780033
25.7	-40.02745773939993	-70.35707552883024	-70.35727612647604	-55.88319448316415
25.8	-40.87802136783819	-71.91150371277075	-71.91173076098841	-56.26501672899202
25.9	-39.74668233978389	-72.63538112045416	-72.63559660211345	-50.38270713608185
26	-38.08804432510755	-71.42375878235443	-71.42390161538175	-46.93074249719477
26.1	-37.24774325808876	-71.23619129264515	-71.23630485071411	-44.84040091198739
26.2	-37.33825734525981	-71.69599403602257	-71.69614639531021	-43.39569543957378
26.3	-38.55084059572069	-70.19165427919189	-70.19182706090601	-43.48497325560903
26.4	-40.48679090055603	-69.80317449636726	-69.80335790514449	-44.54285693370346
26.5	-42.64215748051889	-69.88046446274528	-69.88062013008241	-47.15946470380097
26.6	-42.14874985803306	-70.33010321568553	-70.3302670201072	-50.00011521929984
26.7	-39.90070889066899	-72.82297609419376	-72.82316549331446	-48.27153103782756
